Sr No.,Company Name,Job Title,Salaries Reported,Location,Salary
1136,The Fresh Market,Data Scientist,1,Pune,306968
1137,Tata Research Development and Design Centre,Data Scientist,1,Pune,1267472
1138,Medline Industries,Data Scientist,1,Pune,1461604
1139,Amphisoft Technologies,Data Scientist,1,Pune,3517133
1140,Pratham,Data Scientist,1,Pune,456000
1141,Evolent Health,Data Scientist,1,Pune,1541229
1142,Presidency University (Bangalore),Data Scientist,1,Pune,725889
1143,Smartek21,Data Scientist,1,Pune,1200000
1144,Google Cloud,Data Scientist,1,Pune,3211608
1145,ABC do ABC,Data Scientist,1,Pune,513743
1146,Apar Technologies,Data Scientist,1,Pune,500000
1147,Professional Data Analysts,Data Scientist,1,Pune,1200000
1148,Bajaj Finserv Health,Data Scientist,1,Pune,1300000
1149,PharmaACE,Data Scientist,1,Pune,700000
1150,advids.co,Data Scientist,1,Pune,965940
1151,Xcaliber Infotech,Data Scientist,1,Pune,642322
1152,MIT World Peace University,Data Scientist,1,Pune,120000
1153,iNeuron,Data Scientist,1,Pune,243360
1154,vPhrase,Data Scientist,1,Pune,541685
1155,AAKASH,Data Scientist,1,Pune,601956
1156,Ascentrik Research Services,Data Scientist,1,Pune,128460
1157,EarlySalary.com,Data Scientist,1,Pune,1566004
1158,Motifworks,Data Scientist,1,Pune,969321
1159,Helpshift,Data Scientist,1,Pune,817056
1160,ROHIT KUMAR MODI,Data Scientist,1,Pune,400000
1161,ThinkBumblebee Analytics,Data Scientist,1,Pune,1307815
1162,Globex Digital Solutions,Data Scientist,1,Pune,1284643
1163,ThinkBumblebee Analytics,Data Scientist,1,Pune,124644
1164,Innodatatics,Data Scientist,1,Pune,180000
1165,Innodatatics,Data Scientist,1,Pune,623238
1166,Viajes,Data Scientist,1,Pune,829587
1167,OnlineSales.ai,Data Scientist,1,Pune,144479
1168,Comscore,Data Scientist,1,Pune,1216773
1169,Ellicium Solutions Private Limited,Data Scientist,1,Pune,247678
1170,RAKESH GROUP,Data Scientist,1,Pune,5016304
1171,Yagna iQ,Data Scientist,1,Pune,234060
1172,Tops Office Pros Business Services,Data Scientist,1,Pune,619069
1173,Apptware,Data Scientist,1,Pune,2073969
1174,Savitribai Phule Pune University,Data Scientist,1,Pune,700000
1175,Seventh Contact Hiring Solutions,Data Scientist,1,Pune,3008206
1176,CoreView Systems,Data Scientist,1,Pune,514600
1177,Peak,Data Scientist,1,Pune,2148775
1178,Nitish Verma,Data Scientist,1,Pune,1036984
1179,The City Bank,Data Scientist,1,Pune,5000000
1180,Cloud Counselage,Data Scientist,1,Pune,129240
1181,Gibots,Data Scientist,1,Pune,412713
1182,SCORG Technologies,Data Scientist,1,Pune,646214
1183,GeoSpoc,Data Scientist,1,Pune,1252800
1184,Infodeal,Data Scientist,1,Pune,849156
1185,BancTec,Data Scientist,1,Pune,641549
1186,American Student Assistance,Data Scientist,1,Pune,311100
1187,Ajeenkya DY Patil University,Data Scientist,1,Pune,414794
1188,Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,1567329
1189,Aventior,Data Scientist,1,Pune,481741
1190,Navidium,Data Scientist,1,Pune,681546
1191,Open Insights,Data Scientist,1,Pune,1124740
1192,Pantech Solutions,Data Scientist,1,Pune,300000
1193,Express Analytics,Data Scientist,1,Pune,877015
1194,Optra Health,Data Scientist,1,Pune,1722605
1195,WebShar,Data Scientist,1,Pune,888545
1196,Kudos Finance and Investments,Data Scientist,1,Pune,404904
1197,Oasis HR Corporate Solutions,Data Scientist,1,Pune,854957
1198,Tribes.AI,Data Scientist,1,Pune,420000
1199,Argus System,Data Scientist,1,Pune,595000
1200,IFS India Mercantile,Data Scientist,1,Pune,610000
1201,DasDas,Data Scientist,1,Pune,4466071
1202,Pisyst,Data Scientist,1,Pune,1284648
1203,Comsense Technologies,Data Scientist,1,Pune,396166
1204,Entrepreneurs' Organization,Data Scientist,1,Pune,960084
1205,Pivotchain Solutions,Data Scientist,1,Pune,602937
1206,ManCorp Innovation Labs,Data Scientist,1,Pune,120000
1207,Neo Media World,Data Scientist,1,Pune,960000
1208,Samyak Software,Data Scientist,1,Pune,742884
1209,Robertshaw,Data Scientist,1,Pune,300978
1210,JarvisSoft Technology,Data Scientist,1,Pune,506133
1211,EC Infosolutions,Data Scientist,1,Pune,912580
1212,FogHorn Systems,Data Scientist,1,Pune,2300000
1213,NutaNXT Technologies,Data Scientist,1,Pune,841226
1214,Speed TechServe,Data Scientist,1,Pune,720000
1215,IMDb,Data Scientist,1,Pune,1203912
1216,QiO Technologies,Data Scientist,1,Pune,3517133
1217,Expert Freelancer Inc.,Data Scientist,1,Pune,553419
1218,Arya Solution,Data Scientist,1,Pune,550000
1219,Strattek Consulting,Data Scientist,1,Pune,96000
1220,GoDutch Marketing,Data Scientist,1,Pune,359620
1221,TorcAI,Data Scientist,1,Pune,1507343
1222,Srivenk Soft Solutions,Data Scientist,1,Pune,652120
1223,Automaton AI,Data Scientist,1,Pune,637739
1224,Shogini Technoarts,Data Scientist,1,Pune,361124
1225,GOLDFINCH,Data Scientist,1,Pune,1244376
1226,Amobee,Data Scientist,1,Pune,1036984
1227,Global AI,Data Scientist,1,Pune,731081
1228,Elie Tahari,Data Scientist,1,Pune,1070536
1229,Aktana,Data Scientist,1,Pune,1800000
1230,Go Digital,Data Scientist,1,Pune,606034
1231,Meals on Wheels America,Data Scientist,1,Pune,246600
1232,Kool Smiles,Data Scientist,1,Pune,1200000
1233,Algoritmo (Singapore),Data Scientist,1,Pune,192696
1234,Klugheit Software,Data Scientist,1,Pune,480000
1235,GoKhana,Data Scientist,1,Pune,180876
1236,Prophecy Labs,Data Scientist,1,Pune,2052566
1237,Airavaat Car Rentals,Data Scientist,1,Pune,1400000
1238,Brahman bhetun,Data Scientist,1,Pune,821989
1239,Aniket Sonawane,Data Scientist,1,Pune,823360
1240,URS Technologies Solutions,Data Scientist,1,Pune,948931
1241,Hritik,Data Scientist,1,Pune,900000
1242,EventStreet,Data Scientist,1,Pune,690132
1243,Kushim,Data Scientist,1,Pune,372000
1244,Flipper Code,Data Scientist,1,Pune,369895
1245,We Are Novella,Data Scientist,1,Pune,671220
1246,IEEE Student Branch VIT Pune,Data Scientist,1,Pune,321161
1247,Kp techobriks,Data Scientist,1,Pune,256932
1248,akhil sajeev,Data Scientist,1,Pune,250815
1249,VisionNLP,Data Scientist,1,Pune,540000
1250,Reckon Data Solutions,Data Scientist,1,Pune,240000
1251,PSL (India),Data Scientist,1,Pune,1149375
1252,Accretive Wiz@work Consultants,Data Scientist,1,Pune,1300000
1253,Innoplexus Associate,Data Scientist,9,Pune,1057005
1254,ZS Associates,Data Scientist ,9,Pune,1203913
1255,ZS Associates,Data Scientist ,5,Pune,2671464
1256,ZS Associates Senior,Data Scientist,4,Pune,1997263
1257,Coriolis Technologies,Data Scientist,3,Pune,201900
1258,Schlumberger,Data Scientist,2,Pune,360324
1259,Wolters Kluwer,Data Scientist,2,Pune,344604
1260,Innoplexus,Data Scientist,2,Pune,368316
1261,EarlySalary.com,Data Scientist,2,Pune,423216
1262,Express Analytics,Data Scientist,2,Pune,215388
1263,Tata Consultancy Services, Data Scientist,2,Pune,2092324
1264,Wipro Technologies, Data Scientist,2,Pune,2182516
1265,Barclays, Data Scientist,2,Pune,2796928
1266,Bajaj Finance, Data Scientist,2,Pune,1392244
1267,Wolters Kluwer, Data Scientist,2,Pune,1903930
1268,Icertis, Data Scientist,2,Pune,1033817
1269,Abzooba, Data Scientist,2,Pune,2170283
1270,Aera Technology, Data Scientist,2,Pune,1058135
1271,AlgoAnalytics Financial Consultancy, Data Scientist,2,Pune,1696245
1272,SG Analytics, Data Scientist,2,Pune,708351
1273,Maxgen Technologies, Data Scientist,2,Pune,171948
1274,Infosys, Data Scientist,2,Pune,1653998
1275,Wipro, Data Scientist,2,Pune,1892322
1276,ZS Associates,Data Scientist ,2,Pune,4619021
1277,Abzooba,Data Scientist,2,Pune,610512
1278,Schlumberger,Data Scientist ,2,Pune,4068310
1279,Tata Consultancy Services,Data Scientist,1,Pune,511613
1280,Nones Data Science,Data Scientist,1,Pune,61644
1281,Nones Data Science,Data Scientist,1,Pune,400000
1282,Mahindra,Data Scientist,1,Pune,203748
1283,KPIT Technologies,Data Scientist,1,Pune,180000
1284,BNY Mellon,Data Scientist,1,Pune,736728
1285,Fiserv,Data Scientist,1,Pune,1036984
1286,Tata Technologies,Data Scientist,1,Pune,622191
1287,Bajaj Finance,Data Scientist,1,Pune,180000
1288,JLL,Data Scientist,1,Pune,420000
1289,Eaton,Data Scientist,1,Pune,642324
1290,HT Media,Data Scientist,1,Pune,192696
1291,Maxgen Technologies,Data Scientist,1,Pune,204000
1292,Faurecia,Data Scientist,1,Pune,180000
1293,JCB,Data Scientist,1,Pune,112474
1294,Manipal University,Data Scientist,1,Pune,600000
1295,Merkle,Data Scientist,1,Pune,120000
1296,Datametica,Data Scientist,1,Pune,228480
1297,The Sparks Foundation,Data Scientist,1,Pune,100490
1298,Subway,Data Scientist,1,Pune,498588
1299,Aera Technology,Data Scientist,1,Pune,346752
1300,iNeuron,Data Scientist,1,Pune,346353
1301,Fresh Gravity,Data Scientist,1,Pune,630924
1302,Apptware,Data Scientist,1,Pune,147348
1303,Ecozen Solutions,Data Scientist,1,Pune,293124
1304,Furtados School of Music,Data Scientist,1,Pune,96468
1305,Sciffer Analytics,Data Scientist,1,Pune,64236
1306,Aventior,Data Scientist,1,Pune,170604
1307,Solytics Partners,Data Scientist,1,Pune,120000
1308,DemandMatrix,Data Scientist,1,Pune,436272
1309,Insight Data Science,Data Scientist,1,Pune,452203
1310,Symbiosis Institute of Technology,Data Scientist,1,Pune,2000000
1311,Comsense Technologies,Data Scientist,1,Pune,123912
1312,Technogeeks,Data Scientist,1,Pune,215405
1313,Unscrambl,Data Scientist,1,Pune,240780
1314,Zaynax,Data Scientist,1,Pune,800000
1315,Brainwave Consulting,Data Scientist,1,Pune,60840
1316,Senquire Analytics,Data Scientist,1,Pune,600000
1317,Tata Consultancy Services, Data Scientist,1,Pune,324089
1318,Accenture, Data Scientist,1,Pune,1076606
1319,Wipro Technologies, Data Scientist,1,Pune,821989
1320,NTT DATA, Data Scientist,1,Pune,1808811
1321,Vodafone, Data Scientist,1,Pune,2474429
1322,Zensar Technologies, Data Scientist,1,Pune,1485766
1323,Credit Suisse, Data Scientist,1,Pune,2821193
1324,Thoughtworks, Data Scientist,1,Pune,3654010
1325,UBS, Data Scientist,1,Pune,1774461
1326,Anonymous, Data Scientist,1,Pune,608387
1327,TVS Motor Company, Data Scientist,1,Pune,1235040
1328,Red Hat, Data Scientist,1,Pune,1044003
1329,Bajaj Allianz General Insurance Co, Data Scientist,1,Pune,1292424
1330,SG Analytics, Data Scientist,1,Pune,1306108
1331,Pitney Bowes, Data Scientist,1,Pune,2474429
1332,Xento Systems, Data Scientist,1,Pune,1125483
1333,Quick Heal, Data Scientist,1,Pune,1954352
1334,Kohler, Data Scientist,1,Pune,1216773
1335,XPO Logistics, Data Scientist,1,Pune,2716704
1336,GE Capital, Data Scientist,1,Pune,1733388
1337,Coupa Software Inc, Data Scientist,1,Pune,3650320
1338,USEReady, Data Scientist,1,Pune,1504891
1339,vPhrase, Data Scientist,1,Pune,619584
1340,ThinkBumblebee Analytics, Data Scientist,1,Pune,2046452
1341,Blackstraw, Data Scientist,1,Pune,2192406
1342,Aegon, Data Scientist,1,Pune,2508152
1343,Dexpert Systems, Data Scientist,1,Pune,2054972
1344,Aligned Automation, Data Scientist,1,Pune,2579455
1345,Acclivis Technologies, Data Scientist,1,Pune,1003261
1346,AlgoAnalytics Pvt. Ltd., Data Scientist,1,Pune,1444692
1347,Tata Consultancy Services, Data Scientist,1,Pune,672000
1348,Infosys, Data Scientist,1,Pune,1038730
1349,Fresher, Data Scientist,1,Pune,1004895
1350,Fresher, Data Scientist,1,Pune,506989
1351,Fresherworld.com, Data Scientist,1,Pune,616492
1352,Freshers.com, Data Scientist,1,Pune,1238138
1353,Emerson, Data Scientist,1,Pune,500000
1354,Datametica, Data Scientist,1,Pune,478015
1355,Abzooba, Data Scientist,1,Pune,602937
1356,GeoSpoc, Data Scientist,1,Pune,321161
1357,AppZen, Data Scientist,1,Pune,1498750
1358,Innomatics Research Labs, Data Scientist,1,Pune,60840
1359,Pisyst, Data Scientist,1,Pune,160580
1360,Groots (India), Data Scientist,1,Pune,124440
1361,Artificial Brix, Data Scientist,1,Pune,616492
1362,Ambrapali Electrotech, Data Scientist,1,Pune,413058
1363,Accenture, Data Scientist,1,Pune,2839138
1364,ADP, Data Scientist,1,Pune,1520967
1365,Zensar Technologies, Data Scientist,1,Pune,1531979
1366,BNY Mellon, Data Scientist,1,Pune,1674730
1367,Microsoft,Data Scientist,23,Hyderabad,1712178
1368,Cyient,Data Scientist,20,Hyderabad,999578
1369,Tata Consultancy Services,Data Scientist,18,Hyderabad,697843
1370,Infosys,Data Scientist,18,Hyderabad,583334
1371,Amazon,Data Scientist,15,Hyderabad,1693961
1372,Innominds Software,Data Scientist,10,Hyderabad,743423
1373,IBM,Data Scientist,9,Hyderabad,628945
1374,Tech Mahindra,Data Scientist,9,Hyderabad,652546
1375,Quadratic Insights,Data Scientist,9,Hyderabad,583954
1376,Jotter,Data Scientist,9,Hyderabad,915028
1377,Cognizant Technology Solutions,Data Scientist,8,Hyderabad,890344
1378,Jio,Data Scientist,8,Hyderabad,1997027
1379,Verizon,Data Scientist,8,Hyderabad,1330683
1380,Optum,Data Scientist,8,Hyderabad,1464110
1381,Accenture,Data Scientist,7,Hyderabad,1104293
1382,Deloitte,Data Scientist,7,Hyderabad,1483132
1383,First Student,Data Scientist,6,Hyderabad,640380
1384,Novartis,Data Scientist,6,Hyderabad,1280703
1385,Karvy Group,Data Scientist,6,Hyderabad,594589
1386,Wipro,Data Scientist,5,Hyderabad,1041195
1387,Oracle,Data Scientist,5,Hyderabad,1221714
1388,HighRadius,Data Scientist,5,Hyderabad,861434
1389,Micron Technology,Data Scientist,5,Hyderabad,1564421
1390,INSOFE,Data Scientist,5,Hyderabad,903446
1391,Google,Data Scientist,4,Hyderabad,1121437
1392,Blue Yonder,Data Scientist,4,Hyderabad,2020386
1393,Yash Technologies,Data Scientist,4,Hyderabad,651480
1394,DataScientest,Data Scientist,4,Hyderabad,672468
1395,Claim Genius,Data Scientist,4,Hyderabad,1944821
1396,Capgemini,Data Scientist,3,Hyderabad,651206
1397,Genpact,Data Scientist,3,Hyderabad,653174
1398,Fresher,Data Scientist,3,Hyderabad,503667
1399,Fresher,Data Scientist,3,Hyderabad,302693
1400,ICICI Bank,Data Scientist,3,Hyderabad,1600000
1401,DXC Technology,Data Scientist,3,Hyderabad,1252143
1402,Dell Technologies,Data Scientist,3,Hyderabad,825326
1403,Microsoft,Data Scientist,3,Hyderabad,640212
1404,Wipro Technologies,Data Scientist,3,Hyderabad,895427
1405,Tata Consultancy Services (North America),Data Scientist,3,Hyderabad,814476
1406,Google,Data Scientist,3,Hyderabad,411763
1407,NTT DATA,Data Scientist,3,Hyderabad,564654
1408,Jio,Data Scientist,3,Hyderabad,446076
1409,ADP,Data Scientist,3,Hyderabad,1200000
1410,Sutherland,Data Scientist,3,Hyderabad,926912
1411,MetLife,Data Scientist,3,Hyderabad,1760000
1412,Franklin Templeton Investments,Data Scientist,3,Hyderabad,1353553
1413,Enquero,Data Scientist,3,Hyderabad,1048242
1414,Brane Enterprises (nslhub),Data Scientist,3,Hyderabad,1665911
1415,AlgonoX Technologies,Data Scientist,3,Hyderabad,1074883
1416,Voziq,Data Scientist,3,Hyderabad,642113
1417,HCL Technologies,Data Scientist,2,Hyderabad,1561319
1418,First Student,Data Scientist,2,Hyderabad,303648
1419,Virtusa,Data Scientist,2,Hyderabad,304522
1420,Persistent Systems,Data Scientist,2,Hyderabad,1287441
1421,UnitedHealth Group,Data Scientist,2,Hyderabad,1152418
1422,Freshers.com,Data Scientist,2,Hyderabad,630000
1423,Legato Health Technologies,Data Scientist,2,Hyderabad,1260152
1424,Dr. Reddy's,Data Scientist,2,Hyderabad,5198676
1425,DBS Bank,Data Scientist,2,Hyderabad,995830
1426,Broadridge,Data Scientist,2,Hyderabad,1607926
1427,Optum Global Solutions,Data Scientist,2,Hyderabad,778902
1428,Great Learning,Data Scientist,2,Hyderabad,777837
1429,National Payments Corporation of India,Data Scientist,2,Hyderabad,1492543
1430,Excelra Knowledge Solutions,Data Scientist,2,Hyderabad,452130
1431,WinWire Technologies,Data Scientist,2,Hyderabad,1269639
1432,CallHealth,Data Scientist,2,Hyderabad,823971
1433,Gaian Solutions India,Data Scientist,2,Hyderabad,1100233
1434,eKincare,Data Scientist,2,Hyderabad,650865
1435,Siva Solutions,Data Scientist,2,Hyderabad,335625
1436,Innodatatics,Data Scientist,2,Hyderabad,112704
1437,Innodatatics,Data Scientist,2,Hyderabad,1157086
1438,SpringML,Data Scientist,2,Hyderabad,791436
1439,AppsTek,Data Scientist,2,Hyderabad,725664
1440,Vertiv,Data Scientist,2,Hyderabad,702649
1441,My Ally,Data Scientist,2,Hyderabad,1068564
1442,GoLorry,Data Scientist,2,Hyderabad,792139
1443,Bepec Solutions,Data Scientist,2,Hyderabad,646889
1444,KOGENTiX,Data Scientist,2,Hyderabad,700977
1445,Prudent Technologies & Consulting,Data Scientist,2,Hyderabad,376159
1446,App Orchid,Data Scientist,2,Hyderabad,1492959
1447,3LOQ Labs,Data Scientist,2,Hyderabad,778644
1448,RisingRoot Technologies,Data Scientist,2,Hyderabad,159060
1449,Artificial Penetration,Data Scientist,2,Hyderabad,585088
1450,Wave Infosoft,Data Scientist,2,Hyderabad,619995
1451,SetuServ,Data Scientist,2,Hyderabad,4949704
1452,DigiTele Networks,Data Scientist,2,Hyderabad,787723
1453,Human Network,Data Scientist,2,Hyderabad,703776
1454,diwo,Data Scientist,2,Hyderabad,792506
1455,SysBasis Solutions,Data Scientist,2,Hyderabad,302448
1456,Tata Consultancy Services,Data Scientist,1,Hyderabad,665229
1457,Accenture,Data Scientist,1,Hyderabad,122633
1458,Deloitte,Data Scientist,1,Hyderabad,644153
1459,LTI,Data Scientist,1,Hyderabad,1041195
1460,First Student,Data Scientist,1,Hyderabad,610857
1461,Mindtree,Data Scientist,1,Hyderabad,1105372
1462,ABC,Data Scientist,1,Hyderabad,150180
1463,Reliance Industries,Data Scientist,1,Hyderabad,169396
1464,Tata Consultancy Services (North America),Data Scientist,1,Hyderabad,908078
1465,Google,Data Scientist,1,Hyderabad,1243165
1466,Honeywell,Data Scientist,1,Hyderabad,1653407
1467,Mu Sigma,Data Scientist,1,Hyderabad,406548
1468,HSBC,Data Scientist,1,Hyderabad,616428
1469,Freelancer,Data Scientist,1,Hyderabad,652794
1470,Freelancer,Data Scientist,1,Hyderabad,719166
1471,CGI,Data Scientist,1,Hyderabad,426187
1472,DONE by NONE,Data Scientist,1,Hyderabad,520597
1473,American Express,Data Scientist,1,Hyderabad,1362714
1474,Nones,Data Scientist,1,Hyderabad,499996
1475,ITC Infotech,Data Scientist,1,Hyderabad,503667
1476,Hexaware Technologies,Data Scientist,1,Hyderabad,618995
1477,Infosys BPM,Data Scientist,1,Hyderabad,854151
1478,State Bank of India,Data Scientist,1,Hyderabad,1159476
1479,Sutherland,Data Scientist,1,Hyderabad,220739
1480,EMPLOYERS,Data Scientist,1,Hyderabad,1035971
1481,Bank of America,Data Scientist,1,Hyderabad,1285125
1482,Cyient,Data Scientist,1,Hyderabad,600000
1483,Fresherworld.com,Data Scientist,1,Hyderabad,300000
1484,CRISIL,Data Scientist,1,Hyderabad,991280
1485,S&P Global,Data Scientist,1,Hyderabad,1326444
1486,ValueLabs,Data Scientist,1,Hyderabad,2567346
1487,Kantar,Data Scientist,1,Hyderabad,700000
1488,Uber,Data Scientist,1,Hyderabad,1832570
1489,Myntra,Data Scientist,1,Hyderabad,1394897
1490,ABCDEF,Data Scientist,1,Hyderabad,5000000
1491,Novartis,Data Scientist,1,Hyderabad,318576
1492,Intellect Design Arena,Data Scientist,1,Hyderabad,346152
1493,Government of India,Data Scientist,1,Hyderabad,3748296
1494,upGrad,Data Scientist,1,Hyderabad,211160
1495,HSBC Software Development India,Data Scientist,1,Hyderabad,1018095
1496,Bharat Heavy Electricals,Data Scientist,1,Hyderabad,1668775
1497,Vodafone Idea,Data Scientist,1,Hyderabad,894447
1498,Not Applicable,Data Scientist,1,Hyderabad,1832570
1499,Not Applicable,Data Scientist,1,Hyderabad,1930308
1500,Toppr.com,Data Scientist,1,Hyderabad,1857397
1501,CBRE,Data Scientist,1,Hyderabad,733769
1502,Anonymous,Data Scientist,1,Hyderabad,1527142
1503,DBS Bank,Data Scientist,1,Hyderabad,726468
1504,3i Infotech,Data Scientist,1,Hyderabad,734390
1505,D. E. Shaw India,Data Scientist,1,Hyderabad,2058816
1506,Parexel,Data Scientist,1,Hyderabad,1999352
1507,Wipro Digital,Data Scientist,1,Hyderabad,884017
1508,GlobalData,Data Scientist,1,Hyderabad,842588
1509,Hexagon,Data Scientist,1,Hyderabad,924643
1510,Ivy,Data Scientist,1,Hyderabad,1773010
1511,Defence Research & Development Organisation,Data Scientist,1,Hyderabad,537441
1512,GS Lab,Data Scientist,1,Hyderabad,677580
1513,Raja Software Labs,Data Scientist,1,Hyderabad,206332
1514,Verzeo,Data Scientist,1,Hyderabad,181620
1515,MathWorks,Data Scientist,1,Hyderabad,605385
1516,ValueMomentum,Data Scientist,1,Hyderabad,604401
1517,AGS Health,Data Scientist,1,Hyderabad,413352
1518,Hitachi Consulting,Data Scientist,1,Hyderabad,2063316
1519,Karvy Group,Data Scientist,1,Hyderabad,174084
1520,ACS Solutions,Data Scientist,1,Hyderabad,828777
1521,Tata Consultancy Services,Data Scientist,1,Hyderabad,1208801
1522,Tiger Analytics,Data Scientist,1,Hyderabad,930041
1523,Ericsson IT Solutions & Services,Data Scientist,1,Hyderabad,900000
1524,Hitachi,Data Scientist,1,Hyderabad,2611178
1525,Cognizant,Data Scientist,1,Hyderabad,1800000
1526,SoCtronics,Data Scientist,1,Hyderabad,447252
1527,Electronic Arts,Data Scientist,1,Hyderabad,939649
1528,DuPont,Data Scientist,1,Hyderabad,1628952
1529,Micron Technology,Data Scientist,1,Hyderabad,604404
1530,Don't Know,Data Scientist,1,Hyderabad,301464
1531,ZF Group,Data Scientist,1,Hyderabad,363228
1532,Merilytics,Data Scientist,1,Hyderabad,889188
1533,College Board,Data Scientist,1,Hyderabad,1205860
1534,Indian School of Business,Data Scientist,1,Hyderabad,597216
1535,GSPANN Technologies,Data Scientist,1,Hyderabad,800000
1536,Gainsight,Data Scientist,1,Hyderabad,2000000
1537,Optum Global Solutions India,Data Scientist,1,Hyderabad,1628949
1538,Phenom,Data Scientist,1,Hyderabad,2371168
1539,Ameex,Data Scientist,1,Hyderabad,429953
1540,XYZ Pvt LTD,Data Scientist,1,Hyderabad,745896
1541,Evoke Technologies,Data Scientist,1,Hyderabad,1355831
1542,Molecular Connections,Data Scientist,1,Hyderabad,542640
1543,Arcadis,Data Scientist,1,Hyderabad,1221714
1544,The Sparks Foundation,Data Scientist,1,Hyderabad,352567
1545,Shree Cement,Data Scientist,1,Hyderabad,305428
1546,Bharat Financial Inclusion,Data Scientist,1,Hyderabad,1309535
1547,Tech Data,Data Scientist,1,Hyderabad,600000
1548,IVL Global,Data Scientist,1,Hyderabad,727471
1549,Gramener,Data Scientist,1,Hyderabad,828777
1550,Gramener,Data Scientist,1,Hyderabad,128988
1551,Magnaquest,Data Scientist,1,Hyderabad,287667
1552,MOURI Tech,Data Scientist,1,Hyderabad,253392
1553,Anuj,Data Scientist,1,Hyderabad,214977
1554,Jigsaw Academy,Data Scientist,1,Hyderabad,503667
1555,Unifytech,Data Scientist,1,Hyderabad,314739
1556,Kroll,Data Scientist,1,Hyderabad,1100000
1557,Industryarc,Data Scientist,1,Hyderabad,1094666
1558,Karvy Data Management Services (India),Data Scientist,1,Hyderabad,859906
1559,Zen3 Info Solutions,Data Scientist,1,Hyderabad,374330
1560,Techolution,Data Scientist,1,Hyderabad,900000
1561,Techolution,Data Scientist,1,Hyderabad,181620
1562,Qwerty Concepts,Data Scientist,1,Hyderabad,5081882
1563,Gi Group,Data Scientist,1,Hyderabad,312358
1564,Object Technology Solutions India,Data Scientist,1,Hyderabad,1849511
1565,Tata Consultancy Services,Data Scientist,27,New Delhi,624717
1566,IBM,Data Scientist,21,New Delhi,916284
1567,Accenture,Data Scientist,18,New Delhi,1196560
1568,Ericsson-Worldwide,Data Scientist,16,New Delhi,808616
1569,UnitedHealth Group,Data Scientist,16,New Delhi,1235654
1570,Delhivery,Data Scientist,15,New Delhi,1249434
1571,ZS Associates,Data Scientist,11,New Delhi,1294964
1572,EXL Service,Data Scientist,11,New Delhi,1242238
1573,Optum,Data Scientist,11,New Delhi,1276202
1574,dunnhumby,Data Scientist,11,New Delhi,1155616
1575,Nagarro,Data Scientist,10,New Delhi,1024121
1576,Optum Global Solutions,Data Scientist,10,New Delhi,1455101
1577,Valiance Solutions,Data Scientist,10,New Delhi,885863
1578,OYO,Data Scientist,9,New Delhi,1451573
1579,Cognizant Technology Solutions,Data Scientist,8,New Delhi,965789
1580,Amazon,Data Scientist,8,New Delhi,2063316
1581,Innovaccer,Data Scientist,8,New Delhi,1239994
1582,Fresher,Data Scientist,7,New Delhi,602928
1583,VMock,Data Scientist,7,New Delhi,1507325
1584,HCL Technologies,Data Scientist,6,New Delhi,690381
1585,Genpact,Data Scientist,6,New Delhi,591185
1586,CARS24.com,Data Scientist,6,New Delhi,1080483
1587,Vidooly Media Tech,Data Scientist,6,New Delhi,420384
1588,Algo8.ai,Data Scientist,6,New Delhi,575502
1589,ParallelDots,Data Scientist,6,New Delhi,848028
1590,Tech Mahindra,Data Scientist,5,New Delhi,1081397
1591,ABC,Data Scientist,5,New Delhi,728836
1592,Bharti Airtel,Data Scientist,5,New Delhi,1628952
1593,Times Internet,Data Scientist,5,New Delhi,1849285
1594,R Systems,Data Scientist,5,New Delhi,1887245
1595,Lumiq (India),Data Scientist,5,New Delhi,739714
1596,Algoscale,Data Scientist,5,New Delhi,537441
1597,Deloitte,Data Scientist,4,New Delhi,1275546
1598,First Student,Data Scientist,4,New Delhi,659508
1599,Publicis Sapient,Data Scientist,4,New Delhi,1364961
1600,Gartner,Data Scientist,4,New Delhi,1929406
1601,Sprinklr,Data Scientist,4,New Delhi,1804941
1602,Naukri.com,Data Scientist,4,New Delhi,2576614
1603,Great Learning,Data Scientist,4,New Delhi,844078
1604,Guavus,Data Scientist,4,New Delhi,1531036
1605,Octro,Data Scientist,4,New Delhi,1167179
1606,Analytics Vidhya,Data Scientist,4,New Delhi,796172
1607,Humonics,Data Scientist,4,New Delhi,929072
1608,Tata Consultancy Services,Data Scientist,3,New Delhi,484308
1609,Infosys,Data Scientist,3,New Delhi,825326
1610,Accenture,Data Scientist,3,New Delhi,406548
1611,Capgemini,Data Scientist,3,New Delhi,1000000
1612,Concentrix,Data Scientist,3,New Delhi,519997
1613,Tata Consultancy Services (North America),Data Scientist,3,New Delhi,712666
1614,Google,Data Scientist,3,New Delhi,1007334
1615,WNS,Data Scientist,3,New Delhi,1143785
1616,American Express,Data Scientist,3,New Delhi,1919822
1617,Paytm,Data Scientist,3,New Delhi,1800000
1618,Zomato,Data Scientist,3,New Delhi,1346762
1619,Fractal,Data Scientist,3,New Delhi,1463014
1620,Boston Consulting Group,Data Scientist,3,New Delhi,2504513
1621,Virtual Employee,Data Scientist,3,New Delhi,977371
1622,LiquidHub,Data Scientist,3,New Delhi,1041930
1623,Optum Global Solutions India,Data Scientist,3,New Delhi,1074883
1624,Unified Healthcare Group,Data Scientist,3,New Delhi,1221714
1625,Decision Point,Data Scientist,3,New Delhi,989135
